hr_data,P,A,D,Label
78,-2.0,2.0,-3.0,Fear
78,,,,
79,,,,
79,,,,
80,,,,
80,,,,
80,,,,
80,,,,
79,,,,
81,,,,
81,,,,
81,,,,
80,,,,
80,,,,
81,,,,
80,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
82,,,,
83,,,,
83,,,,
85,,,,
86,,,,
85,,,,
85,,,,
86,,,,
86,,,,
85,,,,
85,,,,
84,,,,
84,,,,
83,,,,
83,,,,
85,,,,
84,,,,
83,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
82,,,,
83,,,,
82,,,,
83,,,,
83,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
81,,,,
82,,,,
81,,,,
82,,,,
82,,,,
83,,,,
82,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
84,,,,
84,,,,
84,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
80,,,,
81,,,,
81,,,,
80,,,,
79,,,,
79,,,,
79,,,,
78,,,,
77,,,,
78,,,,
78,,,,
77,,,,
77,,,,
78,,,,
79,,,,
79,,,,
80,,,,
81,,,,
80,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
83,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
82,,,,
82,,,,
81,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
85,,,,
85,,,,
87,,,,
86,,,,
85,,,,
85,,,,
86,,,,
85,,,,
86,,,,
87,,,,
87,,,,
88,,,,
88,,,,
88,,,,
87,,,,
87,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
84,,,,
85,,,,
84,,,,
84,,,,
86,,,,
85,,,,
84,,,,
84,,,,
85,,,,
84,,,,
84,,,,
84,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
82,,,,
83,,,,
84,,,,
84,,,,
85,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
85,,,,
85,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
82,,,,
82,,,,
81,,,,
81,,,,
82,,,,
83,,,,
82,,,,
82,,,,
83,,,,
84,,,,
