hr_data,P,A,D,Label
59,0.0,0.0,0.0,Calm
59,,,,
60,,,,
61,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
62,,,,
63,,,,
63,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
64,,,,
64,,,,
63,,,,
63,,,,
62,,,,
61,,,,
60,,,,
59,,,,
58,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
60,,,,
59,,,,
59,,,,
60,,,,
61,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
62,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
62,,,,
63,,,,
63,,,,
64,,,,
64,,,,
65,,,,
66,,,,
66,,,,
65,,,,
65,,,,
64,,,,
63,,,,
62,,,,
62,,,,
61,,,,
60,,,,
59,,,,
59,,,,
59,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
59,,,,
59,,,,
60,,,,
60,,,,
59,,,,
59,,,,
59,,,,
59,,,,
58,,,,
59,,,,
59,,,,
60,,,,
60,,,,
61,,,,
60,,,,
60,,,,
62,,,,
62,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
67,,,,
68,,,,
68,,,,
68,,,,
70,,,,
70,,,,
71,,,,
72,,,,
72,,,,
71,,,,
70,,,,
69,,,,
68,,,,
67,,,,
67,,,,
66,,,,
65,,,,
64,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
63,,,,
64,,,,
65,,,,
66,,,,
66,,,,
67,,,,
67,,,,
66,,,,
64,,,,
64,,,,
65,,,,
65,,,,
65,,,,
64,,,,
64,,,,
63,,,,
63,,,,
63,,,,
62,,,,
60,,,,
60,,,,
60,,,,
59,,,,
59,,,,
58,,,,
58,,,,
58,,,,
59,,,,
59,,,,
60,,,,
60,,,,
61,,,,
61,,,,
61,,,,
61,,,,
60,,,,
61,,,,
