hr_data,P,A,D,Label
63,-3.0,3.0,-3.0,Fear
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
62,,,,
61,,,,
61,,,,
61,,,,
62,,,,
63,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
62,,,,
62,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
64,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
64,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
62,,,,
62,,,,
61,,,,
60,,,,
61,,,,
61,,,,
62,,,,
62,,,,
61,,,,
60,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
60,,,,
61,,,,
61,,,,
61,,,,
61,,,,
60,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
63,,,,
64,,,,
65,,,,
66,,,,
66,,,,
65,,,,
65,,,,
66,,,,
66,,,,
65,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
60,,,,
60,,,,
60,,,,
60,,,,
60,,,,
61,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
64,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
64,,,,
64,,,,
63,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
64,,,,
64,,,,
65,,,,
65,,,,
65,,,,
66,,,,
67,,,,
67,,,,
70,,,,
69,,,,
69,,,,
70,,,,
