hr_data,P,A,D,Label
61,-3.0,1.0,-3.0,Sad
62,,,,
62,,,,
63,,,,
63,,,,
62,,,,
62,,,,
63,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
67,,,,
66,,,,
67,,,,
68,,,,
67,,,,
67,,,,
67,,,,
65,,,,
65,,,,
64,,,,
63,,,,
62,,,,
61,,,,
61,,,,
60,,,,
60,,,,
60,,,,
60,,,,
60,,,,
60,,,,
61,,,,
61,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
61,,,,
60,,,,
60,,,,
59,,,,
59,,,,
59,,,,
58,,,,
58,,,,
57,,,,
57,,,,
57,,,,
57,,,,
56,,,,
56,,,,
56,,,,
56,,,,
57,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
60,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
66,,,,
65,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
62,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
66,,,,
65,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
62,,,,
61,,,,
